Order_ID,Product_Name,Category,Price,Quantity,Total_Amount,Customer_Name,Customer_Email,Customer_City,Customer_Age,Payment_Method,Order_Status,Order_Date
190,Check Pro,Clothing,6201.95,3,18605.85,William Castro,paynejeffrey@gmail.com,Susanland,49,Net Banking,Shipped,2025-10-29
191,Often Plus,Sports,6504.2,5,32521.0,Jeffrey Morris,brittneyrandall@gmail.com,East Joseph,30,UPI,Returned,2025-10-29
192,Yard Set,Sports,4946.25,4,19785.0,Stephanie Perez,ronnieortega@ward.biz,New Amandabury,19,Cash on Delivery,Pending,2025-10-29
193,Protect Set,Books,5571.22,4,22284.88,Cynthia Gonzales,ecardenas@little.net,Joshuabury,59,UPI,Pending,2025-10-29
194,Stage Set,Books,5477.83,2,10955.66,Alexandria Palmer,cassandrarichardson@yahoo.com,East Savannah,47,Cash on Delivery,Delivered,2025-10-29
195,I Lite,Toys,2762.6,4,11050.4,Pamela Stewart,reginaingram@yahoo.com,Gibsonland,32,Credit Card,Pending,2025-10-29
196,Window Plus,Books,8254.52,3,24763.56,Nathan Brown,ecarter@ramirez-williams.com,Charlesmouth,53,Net Banking,Delivered,2025-10-29
197,Necessary Lite,Beauty,155.99,2,311.98,Lisa Hicks,angie24@gmail.com,Michaelfort,63,Debit Card,Shipped,2025-10-29
198,Front Lite,Books,7042.93,4,28171.72,Teresa Moore,rflores@brown-james.info,North Christine,56,Cash on Delivery,Returned,2025-10-29
199,Same Lite,Grocery,463.55,5,2317.75,Christina Perez,mendozabobby@johnson.com,Griffinbury,24,Credit Card,Pending,2025-10-29
200,Special Max,Home & Kitchen,9138.49,2,18276.98,Adam Flores,ncrosby@callahan.info,East Selena,47,Net Banking,Pending,2025-10-29
